Date	Close
05/01/2015 16:00:00	15.67
06/01/2015 16:00:00	15.55
07/01/2015 16:00:00	15.56
08/01/2015 16:00:00	15.66
09/01/2015 16:00:00	15.73
12/01/2015 16:00:00	16.05
13/01/2015 16:00:00	16.33
14/01/2015 16:00:00	16.3
15/01/2015 16:00:00	16.14
16/01/2015 16:00:00	15.95
19/01/2015 16:00:00	15.95
20/01/2015 16:00:00	16.03
21/01/2015 16:00:00	15.94
22/01/2015 16:00:00	15.87
23/01/2015 16:00:00	16.12
27/01/2015 16:00:00	16.3
28/01/2015 16:00:00	16.2
29/01/2015 16:00:00	16.45
30/01/2015 16:00:00	16.55
02/02/2015 16:00:00	16.84
03/02/2015 16:00:00	16.62
04/02/2015 16:00:00	17.09
05/02/2015 16:00:00	17.39
06/02/2015 16:00:00	17.6
09/02/2015 16:00:00	17.77
10/02/2015 16:00:00	17.75
11/02/2015 16:00:00	17
12/02/2015 16:00:00	16.79
13/02/2015 16:00:00	17.13
16/02/2015 16:00:00	16.95
17/02/2015 16:00:00	16.8
18/02/2015 16:00:00	16.87
19/02/2015 16:00:00	16.99
20/02/2015 16:00:00	17.02
23/02/2015 16:00:00	17.12
24/02/2015 16:00:00	17.24
25/02/2015 16:00:00	17.35
26/02/2015 16:00:00	17.29
27/02/2015 16:00:00	17.27
02/03/2015 16:00:00	17.33
03/03/2015 16:00:00	17.32
04/03/2015 16:00:00	17.11
05/03/2015 16:00:00	17.41
06/03/2015 16:00:00	17.4
09/03/2015 16:00:00	17.35
10/03/2015 16:00:00	17.37
11/03/2015 16:00:00	17.24
12/03/2015 16:00:00	17.62
13/03/2015 16:00:00	17.79
16/03/2015 16:00:00	17.53
17/03/2015 16:00:00	17.67
18/03/2015 16:00:00	17.71
19/03/2015 16:00:00	17.59
20/03/2015 16:00:00	17.79
23/03/2015 16:00:00	18.02
24/03/2015 16:00:00	18.28
25/03/2015 16:00:00	18.5
26/03/2015 16:00:00	18.18
27/03/2015 16:00:00	18.24
30/03/2015 16:00:00	18.32
31/03/2015 16:00:00	18.44
01/04/2015 16:00:00	18.15
02/04/2015 16:00:00	18.11
07/04/2015 16:00:00	18.15
08/04/2015 16:00:00	19.06
09/04/2015 16:00:00	18.77
10/04/2015 16:00:00	19.13
13/04/2015 16:00:00	18.83
14/04/2015 16:00:00	19.21
15/04/2015 16:00:00	18.74
16/04/2015 16:00:00	18.82
17/04/2015 16:00:00	18.49
20/04/2015 16:00:00	18.3
21/04/2015 16:00:00	18.56
22/04/2015 16:00:00	18.75
23/04/2015 16:00:00	18.99
24/04/2015 16:00:00	18.72
27/04/2015 16:00:00	19.12
28/04/2015 16:00:00	19.25
29/04/2015 16:00:00	18.95
30/04/2015 16:00:00	19.35
01/05/2015 16:00:00	19.07
04/05/2015 16:00:00	19.37
06/05/2015 16:00:00	18.74
07/05/2015 16:00:00	19.02
08/05/2015 16:00:00	19.62
11/05/2015 16:00:00	19.82
12/05/2015 16:00:00	20.22
13/05/2015 16:00:00	20.65
14/05/2015 16:00:00	20.81
15/05/2015 16:00:00	21.2
18/05/2015 16:00:00	20.84
19/05/2015 16:00:00	21.19
20/05/2015 16:00:00	20.72
21/05/2015 16:00:00	21.08
22/05/2015 16:00:00	20.92
25/05/2015 16:00:00	21.03
26/05/2015 16:00:00	21.16
27/05/2015 16:00:00	21.13
28/05/2015 16:00:00	21.24
29/05/2015 16:00:00	21.59
01/06/2015 16:00:00	21.22
02/06/2015 16:00:00	20.79
03/06/2015 16:00:00	20.51
04/06/2015 16:00:00	20.45
05/06/2015 16:00:00	21.2
09/06/2015 16:00:00	21.22
10/06/2015 16:00:00	20.46
11/06/2015 16:00:00	20.33
12/06/2015 16:00:00	20.43
15/06/2015 16:00:00	20.48
16/06/2015 16:00:00	20.22
17/06/2015 16:00:00	20.28
18/06/2015 16:00:00	20.11
19/06/2015 16:00:00	20.1
