Date	Close
02/01/2015 16:00:00	2.66
05/01/2015 16:00:00	2.73
06/01/2015 16:00:00	2.84
07/01/2015 16:00:00	2.93
08/01/2015 16:00:00	2.84
09/01/2015 16:00:00	2.89
12/01/2015 16:00:00	2.87
13/01/2015 16:00:00	2.96
14/01/2015 16:00:00	2.8
15/01/2015 16:00:00	2.76
16/01/2015 16:00:00	2.81
19/01/2015 16:00:00	2.82
20/01/2015 16:00:00	2.73
21/01/2015 16:00:00	2.73
22/01/2015 16:00:00	2.79
23/01/2015 16:00:00	2.83
27/01/2015 16:00:00	2.83
28/01/2015 16:00:00	2.84
29/01/2015 16:00:00	2.87
30/01/2015 16:00:00	2.92
05/02/2015 16:00:00	2.53
06/02/2015 16:00:00	2.6
09/02/2015 16:00:00	2.63
10/02/2015 16:00:00	2.53
11/02/2015 16:00:00	2.54
12/02/2015 16:00:00	2.52
13/02/2015 16:00:00	2.59
16/02/2015 16:00:00	2.58
17/02/2015 16:00:00	2.56
18/02/2015 16:00:00	2.54
19/02/2015 16:00:00	2.5
20/02/2015 16:00:00	2.53
23/02/2015 16:00:00	2.54
24/02/2015 16:00:00	2.53
25/02/2015 16:00:00	2.51
26/02/2015 16:00:00	2.5
27/02/2015 16:00:00	2.5
02/03/2015 16:00:00	2.54
03/03/2015 16:00:00	2.51
04/03/2015 16:00:00	2.51
05/03/2015 16:00:00	2.57
06/03/2015 16:00:00	2.56
09/03/2015 16:00:00	2.57
10/03/2015 16:00:00	2.58
11/03/2015 16:00:00	2.49
12/03/2015 16:00:00	2.48
13/03/2015 16:00:00	2.47
16/03/2015 16:00:00	2.41
17/03/2015 16:00:00	2.34
18/03/2015 16:00:00	2.22
19/03/2015 16:00:00	2.19
20/03/2015 16:00:00	2.19
23/03/2015 16:00:00	2.19
24/03/2015 16:00:00	2.19
25/03/2015 16:00:00	2.29
26/03/2015 16:00:00	2.29
27/03/2015 16:00:00	2.24
30/03/2015 16:00:00	2.25
31/03/2015 16:00:00	2.33
01/04/2015 16:00:00	2.24
02/04/2015 16:00:00	2.22
07/04/2015 16:00:00	2.19
08/04/2015 16:00:00	2.28
09/04/2015 16:00:00	2.16
10/04/2015 16:00:00	2.18
13/04/2015 16:00:00	2.14
14/04/2015 16:00:00	2.14
15/04/2015 16:00:00	2.14
16/04/2015 16:00:00	2.15
17/04/2015 16:00:00	2.14
20/04/2015 16:00:00	2.26
21/04/2015 16:00:00	2.23
22/04/2015 16:00:00	2.29
23/04/2015 16:00:00	2.28
24/04/2015 16:00:00	2.13
27/04/2015 16:00:00	2.2
28/04/2015 16:00:00	2.1
29/04/2015 16:00:00	2.43
30/04/2015 16:00:00	2.43
01/05/2015 16:00:00	2.51
04/05/2015 16:00:00	2.55
06/05/2015 16:00:00	2.64
07/05/2015 16:00:00	2.59
08/05/2015 16:00:00	2.69
11/05/2015 16:00:00	2.74
12/05/2015 16:00:00	2.78
13/05/2015 16:00:00	2.81
14/05/2015 16:00:00	2.76
15/05/2015 16:00:00	2.83
18/05/2015 16:00:00	2.72
19/05/2015 16:00:00	2.63
20/05/2015 16:00:00	2.72
21/05/2015 16:00:00	2.69
22/05/2015 16:00:00	2.7
25/05/2015 16:00:00	2.64
26/05/2015 16:00:00	2.65
27/05/2015 16:00:00	2.71
28/05/2015 16:00:00	2.61
29/05/2015 16:00:00	2.62
01/06/2015 16:00:00	2.59
02/06/2015 16:00:00	2.56
03/06/2015 16:00:00	2.53
04/06/2015 16:00:00	2.45
05/06/2015 16:00:00	2.42
